,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
115287,-34.5784121,-58.4616933,Colegiales,departamento,4,3,80,80,210000
115689,-34.5654609662,-58.4919699074,Villa Urquiza,ph,3,2,65,56,124900
456621,-34.6114788,-58.474011,Villa General Mitre,casa,5,4,143,100,130000
129976,-34.5944502625,-58.4132815875,Recoleta,departamento,4,2,65,61,137500
115292,-34.5758662,-58.4588926,Colegiales,departamento,3,2,70,63,270000
106771,-34.595155,-58.4276042,Palermo,departamento,3,2,52,47,149000
335926,-34.5653315,-58.4730059,Coghlan,departamento,3,2,66,52,215000
30005,-34.5991037,-58.4291809,Almagro,departamento,2,1,42,41,74900
411516,-34.5891742,-58.3911213,Recoleta,departamento,2,1,30,30,165000
89334,-34.5642855,-58.4517329,Belgrano,departamento,3,2,62,53,168000
52586,-34.58152,-58.4409604,Palermo,ph,3,2,185,85,175000
329429,-34.6004987056,-58.4026528926,Once,departamento,4,3,189,139,299000
310732,-34.5944992,-58.4353332,Villa Crespo,departamento,3,2,68,51,119000
315613,-34.5723729,-58.4818817,Villa Urquiza,departamento,2,1,77,44,179000
392664,-34.5582108,-58.4474341,Belgrano,departamento,2,1,54,50,225000
72571,-34.5777927,-58.4594278,Colegiales,departamento,2,1,50,39,180000
187870,-34.583688,-58.469951,Villa Ortuzar,departamento,4,3,98,88,147898
68507,-34.5757027107,-58.443420748,Colegiales,departamento,4,3,65,65,169000
440667,-34.5965778,-58.4166337,Palermo,departamento,2,1,37,37,85000
15650,-34.6658842,-58.4716271,Villa Lugano,departamento,2,1,45,45,65000
167111,-34.5939501,-58.3799281,Retiro,departamento,3,2,68,66,210000
293372,-34.562732,-58.44645,Belgrano,departamento,4,3,153,145,384900
324031,-34.5846735,-58.4052229,Recoleta,departamento,2,1,51,49,155000
244733,-34.6165898,-58.3887614,Monserrat,departamento,3,2,80,75,129000
455253,-34.6210776788,-58.4002947807,San Cristobal,departamento,2,1,53,38,69000
421030,-34.6065173,-58.4192059,Almagro,ph,3,2,98,64,185000
152620,-34.6628307,-58.511788,Mataderos,ph,5,4,275,200,218000
277797,-34.575843,-58.481734,Villa Urquiza,departamento,2,1,38,34,96500
51002,-34.5623887,-58.4444769,Belgrano,departamento,3,2,63,58,130000
434841,-34.5842191,-58.4201437,Palermo,ph,2,1,43,37,100000
145674,-34.6456999,-58.5129721,Liniers,departamento,4,3,98,83,280000
177724,-34.5457433,-58.4590301,Nuñez,departamento,3,2,83,79,395000
92440,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,115,102,420000
232946,-34.617387,-58.418062,Almagro,departamento,2,1,55,50,90000
264598,-34.5861827,-58.4383706,Puerto Madero,departamento,2,1,57,54,195000
5558,-34.547792287391374,-58.46573508523825,Nuñez,casa,4,3,249,136,479000
96729,-34.5994633,-58.3798593,San Nicolás,departamento,3,2,77,69,88000
252831,-34.604636,-58.403278,Balvanera,departamento,4,3,153,150,164900
318880,-34.5811298,-58.4348659,Palermo,departamento,2,1,51,37,120000
830,-34.5972398,-58.3962947,Recoleta,departamento,4,3,153,144,290000
282361,-34.579065,-58.4303018,Palermo,departamento,1,1,48,39,133000
257929,-34.5981626,-58.4046168,Barrio Norte,departamento,3,2,74,74,175000
86736,-34.5739892,-58.4833157,Villa Urquiza,departamento,4,3,71,66,205000
358309,-34.58221834118078,-58.42513596685544,Palermo,departamento,1,1,46,42,136000
367416,-34.5838423,-58.4007166,Barrio Norte,departamento,4,3,130,119,320000
292166,-34.6138913,-58.3902301,Monserrat,ph,3,2,69,55,121400
115546,-34.5718842,-58.4800664,Villa Urquiza,departamento,1,1,33,30,89500
92158,-34.565829162,-58.43744874,Palermo,departamento,3,2,52,52,150000
349351,-34.5918219,-58.4163876,Palermo,departamento,2,1,49,43,146000
26179,-34.606124,-58.401475,Balvanera,departamento,3,2,57,57,77000
15416,-34.615778,-58.371793,San Telmo,departamento,4,3,97,72,140000
147774,-34.6074721,-58.4047458,Balvanera,departamento,2,1,35,35,48000
155871,-34.5893499,-58.3996277,Recoleta,departamento,2,1,65,55,190000
220971,-34.5775823079,-58.4393193138,Palermo,departamento,3,2,90,80,410000
372642,-34.5674472,-58.4323883,Palermo,departamento,2,1,42,33,83000
96242,-34.6054143,-58.432628,Almagro,departamento,3,2,67,59,95000
149535,-34.624097,-58.4485391,Caballito,departamento,4,3,121,110,330000
136079,-34.5645820053,-58.4391431125,Belgrano,departamento,2,1,35,35,79000
20945,-34.5909164,-58.4063192,Recoleta,departamento,4,3,90,80,225000
101007,-34.6076314,-58.4405301,Caballito,departamento,3,2,63,58,182000
313793,-34.577438,-58.5021381,Villa Pueyrredón,ph,3,2,126,110,174900
201719,-34.5904658258,-58.417101631,Palermo,departamento,2,1,38,36,84000
339495,-34.5570986,-58.4797284,Coghlan,departamento,3,2,105,88,242700
279206,-34.6184371,-58.3949329,San Cristobal,departamento,2,1,40,35,73000
42650,-34.6266089,-58.4250491,Caballito,departamento,3,2,75,55,145000
253042,-34.612883,-58.478819,Villa Santa Rita,departamento,4,3,91,81,149000
92104,-34.5948318,-58.4198205,Palermo,departamento,3,2,60,57,154017
135396,-34.5810083,-58.4493283,Colegiales,departamento,2,1,52,46,145900
425658,-34.6018518,-58.4180571,Almagro,departamento,5,4,111,106,270000
163043,-34.62837206561156,-58.463136978261836,Flores,departamento,3,2,60,57,105000
167263,-34.5653652,-58.4356817,Palermo,departamento,4,2,196,170,540000
10863,-34.6051467,-58.4196225,Almagro,departamento,4,3,92,84,156000
98320,-34.6158328,-58.5087965,Monte Castro,ph,5,4,247,112,195000
264730,-34.5974654323,-58.4981203079,Villa del Parque,departamento,3,2,80,71,165000
178164,-34.5500055,-58.4829584,Saavedra,departamento,2,1,43,43,101000
438584,-34.5774916,-58.4135461,Palermo,departamento,2,1,44,40,189000
405323,-34.5736374,-58.4820078,Villa Urquiza,ph,3,2,90,90,230000
78015,-34.5733555657,-58.483120855,Villa Urquiza,departamento,3,2,70,70,110000
455366,-34.580818,-58.491051,Villa Urquiza,departamento,2,1,100,87,202323
415894,-34.6150402,-58.4982709,Monte Castro,departamento,2,1,45,43,90000
219025,-34.56249044330229,-58.4546909450343,Belgrano,departamento,5,4,142,126,590000
206171,-34.5859383,-58.4180046,Palermo,departamento,2,1,45,39,145000
164439,-34.5632208,-58.4925477,Villa Urquiza,departamento,3,2,65,61,185000
203275,-34.5889338,-58.4308639,Palermo,ph,2,1,93,89,189000
69572,-34.5903206,-58.4297553,Palermo,departamento,3,2,66,60,180000
164980,-34.6009347516,-58.4041013388,Once,departamento,4,3,124,111,298000
203272,-34.6018697488,-58.4146199698,Almagro,ph,3,2,91,54,188000
86636,-34.6666851,-58.4837164,Villa Lugano,casa,3,2,150,82,180000
440823,-34.5570377,-58.4576706,Belgrano,departamento,3,2,56,44,125000
139485,-34.5443434,-58.484011,Saavedra,departamento,3,2,62,60,132100
174499,-34.5990550988,-58.3713912964,San Nicolás,departamento,2,1,46,44,85000
393106,-34.6196618,-58.4125363,Boedo,ph,6,5,98,98,169000
439384,-34.5996593,-58.3754504,San Nicolás,departamento,2,1,35,35,59000
124694,-34.5670599,-58.4371475,Belgrano,departamento,3,2,80,70,229000
350816,-34.6010759,-58.4439477,Villa Crespo,departamento,3,2,73,73,176700
356767,-34.5563087,-58.449196,Belgrano,departamento,2,1,68,57,205000
143209,-34.539737,-58.470429,Nuñez,departamento,3,2,78,72,165000
66839,-34.5970829,-58.4377882,Villa Crespo,departamento,2,1,42,38,135000
271313,-34.6315756,-58.3826486,Constitución,ph,3,2,112,86,128000
76816,-34.6277489,-58.4492222,Caballito,departamento,3,2,68,65,160000
84341,-34.6125649,-58.3617341,Puerto Madero,departamento,3,2,112,101,500000
300730,-34.6285232,-58.4526064,Caballito,departamento,2,1,40,40,95000
451313,-34.5535806,-58.4586858,Belgrano,departamento,3,2,93,60,158200
233007,-34.5870715,-58.4268846,Palermo,departamento,2,1,55,32,119000
10033,-34.5712847,-58.4441654,Colegiales,departamento,4,2,130,123,335000
17880,-34.6019007,-58.3984223,Balvanera,departamento,2,1,40,40,55000
42266,-34.5977392,-58.4164187,Palermo,departamento,3,2,60,60,135000
100951,-34.5944626461,-58.3952307701,Recoleta,departamento,3,2,81,65,340000
368760,-34.558517,-58.4465195,Belgrano,departamento,1,1,85,74,290000
14472,-34.5633451,-58.4384355,Palermo,departamento,3,2,89,76,380000
133637,-34.5460605,-58.4757661,Saavedra,departamento,2,1,58,43,179000
105057,-34.6226277,-58.4596583,Flores,departamento,2,1,35,35,69000
131366,-34.5909375,-58.4116743,Palermo,departamento,4,3,83,75,165000
199835,-34.575396,-58.4386443,Palermo,departamento,2,1,58,38,116184
111230,-34.5566262,-58.4811151,Saavedra,departamento,3,2,54,54,108000
12691,-34.615567,-58.367545,Puerto Madero,departamento,2,1,60,55,195000
123472,-34.558113,-58.4569565,Belgrano,departamento,3,2,57,53,150000
336605,-34.6016455,-58.4900432,Villa del Parque,departamento,2,1,46,40,103000
224275,-34.5935588785,-58.3859941317,Recoleta,departamento,4,3,75,75,250000
448997,-34.6293013,-58.47364,Flores,departamento,2,1,36,36,53000
398886,-34.6256632,-58.4354331,Caballito,departamento,2,1,76,73,225000
284626,-34.617889,-58.438636,Caballito,departamento,3,2,63,58,110000
316304,-34.5770794,-58.4221588,Palermo,departamento,2,1,40,36,79900
458451,-34.6132788,-58.3617438,Puerto Madero,departamento,2,2,57,57,330000
54328,-34.617512,-58.4577699,Flores,departamento,3,2,40,40,70000
92910,-34.618005,-58.374444,San Telmo,departamento,3,2,75,75,96800
310562,-34.617219,-58.38601,Monserrat,departamento,3,2,64,57,112000
302622,-34.6280813,-58.4611196,Flores,departamento,2,1,36,36,90000
9968,-34.6184326,-58.4496693,Caballito,departamento,2,1,56,48,125000
79677,-34.6476247,-58.4934402,Mataderos,ph,5,4,130,130,160000
358649,-34.6235533,-58.4861138,Floresta,departamento,4,3,74,71,115000
36704,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,140,135,470000
425412,-34.5525959,-58.4624784,Nuñez,departamento,3,2,70,66,144000
91973,-34.6034499,-58.4319902,Almagro,departamento,4,3,94,87,190000
342188,-34.61242,-58.495885,Villa del Parque,departamento,3,2,53,53,99000
455394,-34.575523,-58.490516,Villa Urquiza,departamento,2,1,57,51,119000
38624,-34.5740359,-58.447151,Palermo,ph,3,2,80,80,139500
11000,-34.5627263,-58.4615411,Belgrano,departamento,4,3,125,111,340000
434681,-34.6098561,-58.4982317,Villa del Parque,departamento,2,1,63,55,168900
97711,-34.6238869,-58.4665309,Flores,departamento,2,1,54,54,75000
281585,-34.559101,-58.475669,Coghlan,ph,3,2,87,71,215000
322908,-34.561409,-58.4625483,Belgrano,departamento,2,1,49,44,79000
431183,-34.623362,-58.399645,San Cristobal,departamento,1,1,39,36,72000
334968,-34.6476696,-58.5261917,Liniers,ph,2,1,44,36,89000
45259,-34.6166368,-58.4612889,Caballito,departamento,2,1,53,46,115000
218656,-34.6178654,-58.3608683,Puerto Madero,departamento,2,1,65,62,298000
117954,-34.6439161,-58.5136024,Villa Luro,departamento,2,1,46,43,124999
403620,-34.5790592,-58.4989898,Villa Pueyrredón,ph,4,3,60,58,119000
29014,-34.5763541,-58.4962171,Villa Urquiza,departamento,3,2,65,62,180000
456327,-34.5847856,-58.4920366,Villa Pueyrredón,departamento,1,1,63,36,82000
78992,-34.5965687,-58.4214252,Almagro,departamento,2,1,49,42,180000
