,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
244550,-34.5894432,-58.4194807,Palermo,departamento,2,1,51,46,169000
366128,-34.573026,-58.4415488,Belgrano,departamento,3,2,97,72,230000
432748,-34.569679,-58.4780597,Villa Urquiza,ph,3,2,111,73,360000
110750,-34.607714229844184,-58.422202859702885,Almagro,departamento,3,2,54,51,116000
211408,-34.5973837,-58.4051391,Barrio Norte,departamento,4,3,91,85,165000
374303,-34.608408,-58.5108562,Villa Devoto,ph,3,2,100,64,189500
278021,-34.5884321,-58.4942385,Agronomía,ph,4,3,119,104,195000
403039,-34.5672006,-58.458158,Belgrano,departamento,3,2,128,56,230000
265175,-34.61876855517874,-58.441803128822414,Caballito,departamento,1,1,37,32,108000
341996,-34.6022182,-58.3781223,San Nicolás,departamento,6,4,190,175,120000
197411,-34.5790861,-58.4293998,Palermo,departamento,3,2,46,45,110000
223179,-34.6858632,-58.4659587,Villa Lugano,departamento,3,2,60,60,65000
170307,-34.5441636,-58.4787559,Saavedra,departamento,4,3,150,111,425000
450377,-34.5781497,-58.433157,Palermo,departamento,4,3,86,79,159900
246819,-34.5950928,-58.4072706,Recoleta,departamento,2,1,41,35,78000
122391,-34.5689313,-58.4322591,Palermo,ph,3,2,82,70,180000
70740,-34.5724105793,-58.4745749995,Villa Urquiza,departamento,2,1,52,47,164900
104381,-34.6130134905,-58.4516559772,Caballito,ph,2,1,63,63,99500
44254,-34.5914764,-58.5161975,Villa Devoto,departamento,2,1,88,38,165000
316988,-34.6120776,-58.3777504,San Telmo,departamento,4,3,94,94,119800
26454,-34.5776929,-58.4683023,Villa Ortuzar,departamento,3,2,74,64,200000
88343,-34.6181901,-58.4809902,Villa del Parque,ph,5,4,124,60,175000
400539,-34.6439966,-58.3722172,Barracas,ph,2,1,82,61,105000
162445,-34.5767145,-58.44852,Colegiales,departamento,2,1,35,35,81000
409097,-34.5442740373,-58.4646313872,Nuñez,departamento,3,2,48,48,115000
1143,-34.5906204708,-58.448666927,Villa Crespo,departamento,1,1,33,30,83000
156439,-34.547792287391374,-58.46573508523825,Nuñez,departamento,3,2,130,80,348000
82076,-34.567333,-58.4606689,Belgrano,departamento,3,2,107,107,570000
12725,-34.5692432,-58.4875116,Villa Urquiza,departamento,3,2,68,68,193900
147770,-34.6022407,-58.3967469,Balvanera,departamento,3,2,47,43,95000
105617,-34.5670031476,-58.4818292056,Villa Urquiza,departamento,2,1,87,67,150000
104007,-34.6076740936,-58.3871197701,San Nicolás,departamento,2,1,39,38,96530
425380,-34.541616,-58.4733768,Nuñez,departamento,1,1,42,37,81000
434565,-34.5777238,-58.4670809,Villa Ortuzar,departamento,4,3,161,105,319000
400096,-34.6340618,-58.4328816,Parque Chacabuco,departamento,2,1,43,43,92000
168123,-34.6206202,-58.4447926,Caballito,departamento,4,3,75,68,160000
162518,-34.5970302,-58.4034262,Barrio Norte,departamento,4,3,89,80,215000
89681,-34.6055142,-58.5238497,Villa Devoto,departamento,2,1,46,38,98500
174148,-34.5562036,-58.4401527,Belgrano,departamento,3,2,52,52,112900
50934,-34.6147729,-58.4177924,Almagro,departamento,3,2,62,49,118000
12826,-34.6255924,-58.4876557,Villa del Parque,departamento,2,1,46,46,55000
302562,-34.6358415901,-58.4163638847,Boedo,departamento,2,1,48,43,122500
319144,-34.5885997,-58.3875433,Recoleta,departamento,3,2,121,112,580000
446657,-34.6006877,-58.5143934,Villa Devoto,departamento,2,2,59,45,140000
301261,-34.6434634,-58.4042254,Parque Patricios,ph,3,2,96,77,80000
252851,-34.620616,-58.4452772,Caballito,departamento,2,1,37,33,83000
52335,-34.6088049,-58.4680146,Caballito,casa,4,3,250,120,370000
333167,-34.5946404,-58.507901,Villa Devoto,departamento,4,3,67,62,145000
398881,-34.6170517,-58.4578339,Caballito,departamento,2,1,48,43,120000
135239,-34.606028,-58.473649,Paternal,departamento,4,3,74,68,155000
70613,-34.5967792,-58.5100641,Villa Devoto,ph,5,3,112,73,225000
174146,-34.563005,-58.453674,Belgrano,departamento,3,2,79,66,289000
225546,-34.6057784625,-58.384180069,Monserrat,departamento,5,2,164,139,230000
182177,-34.6112867,-58.4015107,Balvanera,departamento,2,1,37,37,65000
24270,-34.6208015,-58.4604068,Flores,departamento,3,2,56,56,90000
121153,-34.6020910809,-58.4508919716,Villa Crespo,ph,4,3,127,71,145000
419730,-34.6357409,-58.4658421,Flores,ph,3,2,159,114,110000
391105,-34.5554326,-58.4583837,Belgrano,departamento,2,1,55,50,299000
415982,-34.625236,-58.3789481,Constitución,departamento,1,1,35,32,55000
193461,-34.618249,-58.377376,San Telmo,departamento,1,1,35,35,50000
275559,-34.6062777,-58.4502517,Villa Crespo,departamento,4,3,105,92,150000
25851,-34.5814416,-58.4053187,Palermo,departamento,3,2,70,70,395000
21005,-34.6283524,-58.4298975,Caballito,departamento,2,1,54,51,155000
194341,-34.5912434,-58.3915163,Recoleta,departamento,4,2,141,141,480000
48168,-34.6232635273,-58.4371258312,Caballito,departamento,3,2,46,46,125000
240991,-34.6351713,-58.4994421,Villa Luro,ph,2,1,58,52,60000
10123,-34.595026,-58.4024308,Barrio Norte,departamento,2,1,40,37,75000
149111,-34.5963152,-58.4170531,Palermo,departamento,2,1,35,34,70000
58624,-34.6085398,-58.4940203,Villa del Parque,departamento,2,1,57,52,120000
1217,-34.6269093,-58.3974489,San Cristobal,ph,3,2,66,54,75000
416256,-34.6389267,-58.494598,Velez Sarsfield,departamento,2,1,36,36,72000
440476,-34.6223846,-58.4251212,Boedo,departamento,2,1,30,30,69900
153272,-34.5669752,-58.4535227,Belgrano,departamento,4,3,181,118,399000
153696,-34.5666619,-58.4926881,Villa Urquiza,ph,4,2,102,74,169000
240853,-34.6410486,-58.5233752,Liniers,ph,4,3,101,80,139000
451365,-34.568409,-58.453453,Belgrano,departamento,4,3,116,99,249000
341783,-34.5861207,-58.4010529,Recoleta,departamento,3,2,73,66,185000
201183,-34.5760225,-58.4483554,Colegiales,ph,4,3,131,116,260000
100052,-34.5792334,-58.4759066,Villa Ortuzar,departamento,1,1,39,33,82000
453253,-34.5748541,-58.449414,Colegiales,departamento,1,1,39,35,93369
250916,-34.5670546,-58.4350584,Palermo,departamento,4,3,121,109,475000
446258,-34.5521272,-58.45486,Belgrano,departamento,2,1,83,69,250000
442308,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,68,64,185000
273680,-34.5715727,-58.4460678,Belgrano,departamento,2,1,40,40,85000
93253,-34.611484,-58.3630343,Puerto Madero,departamento,3,2,106,83,420000
111075,-34.5595585,-58.444875,Belgrano,departamento,4,3,160,143,490000
330965,-34.6127513,-58.4507935,Caballito,departamento,2,1,48,43,75000
242378,-34.5977663,-58.3897516,Recoleta,departamento,2,1,51,46,160000
168453,-34.6018862,-58.4323961,Villa Crespo,departamento,3,2,90,85,170000
181972,-34.633095,-58.375649,Barracas,departamento,3,2,115,103,209000
311352,-34.6050782773,-58.4589465688,Caballito,departamento,4,3,160,150,168000
224365,-34.6231199,-58.4495082,Caballito,departamento,2,1,41,36,64900
288911,-34.5661773,-58.437423,Palermo,departamento,4,3,165,148,495000
446458,-34.6294244,-58.4522518,Caballito,departamento,2,1,60,49,185000
317583,-34.5926283,-58.5034246,Villa Pueyrredón,departamento,5,4,156,127,379000
226882,-34.5746129,-58.4832067,Villa Urquiza,departamento,2,1,53,43,147000
418999,-34.6156043,-58.3878307,Monserrat,departamento,3,2,65,65,89900
390193,-34.6171788,-58.4556112,Caballito,departamento,3,2,80,61,192000
29146,-34.5772595,-58.5073088,Villa Pueyrredón,ph,2,1,49,38,85000
269018,-34.6173034,-58.4490341,Caballito,departamento,2,1,53,50,108650
306957,-34.6089908946,-58.4339259609,Parque Centenario,departamento,3,2,78,70,175000
366842,-34.6241239,-58.4382256,Caballito,departamento,4,3,117,108,390000
296776,-34.5570187,-58.4726485,Belgrano,departamento,3,2,75,75,139900
404659,-34.63711549043968,-58.375275835599865,Barracas,departamento,1,1,100,92,229000
264433,-34.6533182,-58.5053059,Mataderos,departamento,5,4,150,140,485000
75594,-34.575923,-58.4487704,Colegiales,departamento,3,2,133,130,165000
206584,-34.622211,-58.509545,Monte Castro,departamento,2,1,42,40,74000
156582,-34.6364144,-58.4334666,Parque Chacabuco,ph,3,2,77,77,159000
265875,-34.6223931973,-58.423050642,Boedo,ph,4,3,100,90,195000
137182,-34.5820981,-58.4488594,Palermo,departamento,2,1,43,31,140810
64066,-34.6224727,-58.3964633,San Cristobal,departamento,3,2,66,66,129000
30553,-34.644985,-58.4367154,Parque Chacabuco,departamento,3,2,70,70,58900
433855,-34.5706825,-58.4332519,Palermo,departamento,3,2,61,58,189000
65772,-34.5691913,-58.4892915,Villa Urquiza,departamento,2,1,65,55,158000
12442,-34.5912364,-58.398821,Recoleta,departamento,2,1,33,33,99000
18546,-34.6343223,-58.4985233,Villa Luro,ph,5,3,177,133,195000
432022,-34.6433078,-58.4161123,Parque Patricios,departamento,2,1,38,33,65000
452283,-34.5941067,-58.4009571,Recoleta,departamento,4,3,148,148,349000
61570,-34.6377191,-58.4775917,Parque Avellaneda,casa,6,3,170,115,200000
105092,-34.5432089,-58.4616858,Nuñez,departamento,2,1,59,49,249000
188163,-34.6045384,-58.4249555,Almagro,departamento,2,1,54,47,107984
258449,-34.5723986,-58.4823731,Villa Urquiza,departamento,3,2,97,97,220000
304624,-34.5864861,-58.4066663,Barrio Norte,departamento,4,3,154,140,600000
360305,-34.6061885,-58.4580073,Caballito,departamento,2,1,64,60,75000
114937,-34.5606974,-58.4422941,Belgrano,departamento,3,2,66,66,220000
48523,-34.6062516735,-58.419851146,Almagro,departamento,3,2,56,54,125000
31335,-34.6166917,-58.443128,Caballito,departamento,1,1,46,38,97914
428524,-34.6134779,-58.4359553,Caballito,departamento,2,1,49,44,122000
235288,-34.5941641,-58.3797389,Recoleta,departamento,5,3,195,195,420000
48047,-34.5828248,-58.4428265,Palermo,departamento,1,1,36,32,85000
171166,-34.5603622837,-58.4633834287,Belgrano,departamento,5,4,112,97,280000
398554,-34.5898512,-58.3826697,Recoleta,departamento,4,3,95,84,260000
172837,-34.5472871,-58.4728897,Saavedra,ph,4,3,110,70,165000
118119,-34.6359921,-58.4492235,Parque Chacabuco,departamento,3,2,80,80,148000
220481,-34.5834133,-58.4337826,Palermo,departamento,2,1,50,42,199000
425491,-34.5959456,-58.38565,Retiro,departamento,2,1,51,46,89000
193517,-34.599698,-58.371428,San Nicolás,departamento,2,1,36,34,96000
70187,-34.604177,-58.407382,Balvanera,departamento,2,1,40,40,78000
167314,-34.5783915,-58.4304007,Palermo,departamento,3,2,80,70,215000
9366,-34.5545519,-58.4751338,Coghlan,departamento,4,3,69,68,140000
452628,-34.62978,-58.435979,Caballito,departamento,1,1,52,45,29500
358887,-34.640601,-58.495218,Villa Luro,departamento,3,2,84,60,170000
428023,-34.5930218,-58.4018848,Recoleta,departamento,3,2,84,84,195000
58341,-34.6096953,-58.5277097,Villa Devoto,casa,5,3,226,162,390000
180595,-34.58221834118078,-58.42513596685544,Palermo,departamento,4,3,99,90,249000
259762,-34.6082168,-58.3933585,Balvanera,departamento,2,1,36,36,70000
310311,-34.5676205598,-58.4352158688,Belgrano,departamento,3,3,148,62,330000
57992,-34.6208132,-58.4351765,Caballito,departamento,4,3,79,76,175000
447156,-34.5797264,-58.4293644,Palermo,departamento,1,1,34,30,107100
426110,-34.588245,-58.439884,Palermo,departamento,2,1,72,56,199000
313200,-34.5870715,-58.4268846,Palermo,departamento,2,1,38,37,98000
59073,-34.605474,-58.400854,Once,departamento,2,1,64,61,95000
206689,-34.571882,-58.498043,Villa Urquiza,departamento,2,1,50,42,110000
225746,-34.65489,-58.414644,Pompeya,casa,4,3,200,122,185000
333743,-34.6186408243,-58.4612452984,Flores,departamento,3,2,72,66,149000
231096,-34.5910967,-58.3994935,Barrio Norte,departamento,4,3,77,77,195000
247070,-34.5865439,-58.441813,Villa Crespo,departamento,2,1,44,41,100000
116159,-34.5874106,-58.4199864,Palermo,departamento,2,1,37,37,89000
122030,-34.5863193,-58.5122636,Villa Devoto,ph,3,2,70,70,120000
90037,-34.6161147,-58.4249823,Caballito,ph,3,2,65,50,145000
308030,-34.62079903554481,-58.374944052920746,San Telmo,departamento,1,1,48,44,93500
397069,-34.633657,-58.467916,Flores,departamento,4,3,113,104,185000
160455,-34.6201154,-58.4007333,San Cristobal,departamento,2,1,49,38,75000
139178,-34.5879762383,-58.4121336021,Palermo,departamento,5,4,150,141,339000
143479,-34.6173870524,-58.439412117,Caballito,departamento,4,3,76,70,190000
12710,-34.5734636018,-58.4790805629,Villa Urquiza,departamento,2,1,41,37,135000
431286,-34.576022,-58.472255,Villa Urquiza,departamento,2,1,55,55,125000
59133,-34.6081473,-58.4277812,Almagro,departamento,2,1,44,42,75000
411226,-34.581682,-58.4226071,Palermo,departamento,1,1,37,37,130000
308549,-34.5470572416,-58.4679508209,Nuñez,departamento,3,2,68,62,199000
381831,-34.5679114,-58.4875314,Villa Urquiza,departamento,2,1,42,40,79900
103877,-34.62975,-58.4499542,Caballito,departamento,3,2,132,70,290000
449026,-34.633871,-58.4615887,Flores,departamento,3,2,75,65,170000
385851,-34.5784,-58.4609,Villa Ortuzar,departamento,3,2,104,65,170400
221282,-34.614753,-58.4766043,Villa del Parque,departamento,3,2,67,59,155000
17098,-34.629333,-58.4335183,Caballito,departamento,4,2,83,73,255000
250541,-34.5945112214,-58.3974784613,Recoleta,departamento,3,2,103,96,280000
224368,-34.6132799,-58.4400955,Caballito,departamento,2,1,38,38,62000
382204,-34.620765,-58.460952,Flores,departamento,3,2,57,55,95000
226236,-34.598979,-58.411954,Palermo,departamento,2,1,46,43,134343
277038,-34.6274552,-58.4256672,Boedo,departamento,1,1,39,35,71000
106767,-34.5643719,-58.4752323,Coghlan,departamento,3,2,52,52,130000
327822,-34.5462207,-58.4782428,Saavedra,departamento,1,1,53,44,99000
440475,-34.6193257,-58.4197333,Boedo,departamento,2,1,46,41,90000
358301,-34.58221834118078,-58.42513596685544,Palermo,departamento,2,1,49,40,150000
270076,-34.6051414,-58.4054314,Balvanera,departamento,2,1,45,41,75000
142171,-34.5972623061,-58.4046989679,Recoleta,departamento,4,3,88,84,230000
133258,-34.5764975,-58.4058815,Palermo,departamento,4,2,84,64,335000
2817,-34.604866,-58.516702,Villa Devoto,departamento,4,3,123,105,365000
221235,-34.5734551874,-58.4737581265,Villa Urquiza,departamento,3,2,85,70,298000
241314,-34.6305748,-58.4644311,Flores,departamento,3,2,70,55,72500
120524,-34.613744778213224,-58.363631689359714,Puerto Madero,departamento,2,1,73,65,260000
412438,-34.6110046,-58.4003214,Balvanera,departamento,2,1,36,36,72000
270459,-34.5902697,-58.3940048,Recoleta,departamento,3,2,65,61,155000
445147,-34.5928405715,-58.3855838276,Retiro,departamento,4,3,128,118,440000
193385,-34.5930693,-58.3953678,Recoleta,departamento,2,1,57,50,175000
173811,-34.6144479774,-58.4286618568,Almagro,departamento,2,1,47,47,74000
58758,-34.5721438,-58.5017576,Villa Urquiza,ph,2,1,44,44,70000
274849,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,115,102,380000
423177,-34.5819966,-58.4427296,Palermo,departamento,2,1,44,42,135000
68924,-34.615167,-58.475734,Villa del Parque,departamento,3,2,62,58,125500
404527,-34.5948561,-58.4236392,Palermo,departamento,1,1,33,31,83000
74333,-34.6006177,-58.420724,Almagro,departamento,2,1,49,45,117000
41004,-34.5999684,-58.4305149,Villa Crespo,departamento,2,1,45,45,69000
217447,-34.60308,-58.39169,San Nicolás,departamento,2,1,46,43,94000
447605,-34.6347086175,-58.3864223957,Barracas,ph,3,3,167,99,165000
262335,-34.6182863,-58.3973755,San Cristobal,departamento,6,3,69,63,125000
199150,-34.597794,-58.507675,Villa Devoto,departamento,3,2,53,45,140000
232833,-34.6337572,-58.4573353,Flores,departamento,2,1,41,41,75000
151839,-34.538089,-58.467002,Nuñez,departamento,3,2,119,84,260000
204116,-34.5929059,-58.3902925,Recoleta,departamento,3,2,107,104,298000
306212,-34.5852425,-58.4183139,Palermo,departamento,3,2,68,68,150000
439913,-34.558668,-58.471231,Nuñez,casa,5,4,254,192,250000
317984,-34.5772373,-58.4373636,Palermo,departamento,1,1,35,32,129000
202778,-34.5598892285,-58.4688949585,Coghlan,departamento,4,2,146,113,338000
201706,-34.5848485,-58.416041,Palermo,departamento,4,3,141,130,290000
115607,-34.6363275,-58.4285871,Parque Chacabuco,departamento,3,2,78,72,200000
6404,-34.5865784,-58.3896179,Barrio Norte,departamento,5,3,194,188,445000
397552,-34.5699959,-58.4312228,Palermo,departamento,3,2,55,55,195000
198925,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,84,78,175000
332327,-34.58221834118078,-58.42513596685544,Palermo,departamento,4,3,88,84,215000
56135,-34.5899405984,-58.4133195877,Palermo,departamento,4,2,101,101,250000
120809,-34.5902286,-58.4006068,Recoleta,departamento,3,2,66,66,155000
135345,-34.6244815983,-58.4384140174,Caballito,departamento,2,1,45,42,135000
85077,-34.5399463,-58.4687041,Nuñez,departamento,3,2,64,60,161000
174520,-34.5979461674,-58.4301690061,Villa Crespo,departamento,2,1,47,45,125000
366636,-34.6003413,-58.3941804,Recoleta,departamento,5,3,164,144,460000
333742,-34.6316231,-58.4647418,Flores,departamento,1,1,50,47,92000
365417,-34.586636,-58.439412,Palermo,departamento,3,2,84,77,147000
78378,-34.5470807,-58.4807024,Saavedra,ph,3,2,85,65,175000
93161,-34.5951165042,-58.4425990473,Villa Crespo,departamento,2,1,50,45,130000
101376,-34.6410326,-58.4948687,Villa Luro,ph,3,2,53,53,85000
146339,-34.5917304,-58.4978981,Agronomía,ph,4,3,89,58,199000
179767,-34.58775,-58.406649,Palermo,departamento,2,1,47,40,194000
195159,-34.605975987,-58.4207077697,Almagro,departamento,3,2,70,67,154000
28982,-34.5917953743,-58.4464287758,Villa Crespo,departamento,1,1,42,38,66000
447697,-34.6060562938,-58.5125184819,Villa Devoto,departamento,3,2,54,52,115000
92903,-34.6164265,-58.3801322,San Telmo,departamento,3,2,56,56,115000
452563,-34.6034524,-58.4047077,Balvanera,departamento,2,1,36,36,58000
316983,-34.6282053,-58.374628,San Telmo,departamento,1,1,33,30,74000
67345,-34.5957003,-58.3811973,Retiro,departamento,3,2,54,54,145000
220586,-34.5661847,-58.4587919,Belgrano,departamento,2,1,56,40,120000
329933,-34.587713374,-58.4005814455,Recoleta,departamento,3,2,83,80,500000
430772,-34.5960517,-58.4277245,Villa Crespo,departamento,3,2,85,63,228800
10144,-34.5932274,-58.4319679,Villa Crespo,departamento,2,1,54,43,108000
131566,-34.5657344,-58.4649426,Belgrano,departamento,3,2,80,65,315000
31423,-34.601856,-58.389253,Barrio Norte,departamento,2,1,45,45,117000
195653,-34.610334,-58.5025659,Villa del Parque,ph,3,2,110,86,169000
192195,-34.6062836,-58.4542983,Caballito,ph,2,1,63,52,129000
183944,-34.602524,-58.4809293,Villa del Parque,ph,3,2,148,148,190000
320873,-34.5538356,-58.4619738,Belgrano,departamento,2,1,52,45,85000
370600,-34.6196618,-58.4125363,Boedo,ph,6,5,98,98,159000
55559,-34.6057431,-58.5112926,Villa Devoto,ph,4,3,117,97,270000
418762,-34.561391,-58.46292,Belgrano,departamento,3,2,56,51,119000
89351,-34.5660127,-58.454832,Belgrano,departamento,4,3,92,82,235000
366898,-34.6506418,-58.5067896,Mataderos,departamento,3,2,76,66,165000
321967,-34.585746,-58.418032,Palermo,ph,2,1,105,70,184000
443973,-34.5871885,-58.4055637,Recoleta,departamento,2,1,54,54,151200
423522,-34.5822708,-58.4563404,Colegiales,departamento,3,2,126,113,340452
440822,-34.574332,-58.47317,Belgrano,departamento,2,1,97,63,190000
290528,-34.5879558,-58.416997,Palermo,departamento,4,3,137,122,450000
219637,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,110,100,395000
425580,-34.619261,-58.4198771,Almagro,departamento,2,1,40,38,84000
327833,-34.6158338,-58.4057889,Balvanera,departamento,2,1,38,35,59900
74646,-34.6251756,-58.4026605,San Cristobal,departamento,3,2,94,86,139000
175789,-34.630125,-58.4103423,Boedo,departamento,2,1,43,34,65000
319002,-34.6285923,-58.3721943,Barracas,departamento,3,2,137,76,225000
105056,-34.6298612,-58.4717862,Flores,departamento,4,3,111,101,185000
75514,-34.588571,-58.407904,Recoleta,departamento,3,2,84,80,205000
374250,-34.6466948,-58.5182381,Liniers,ph,3,2,148,67,183000
105370,-34.591377,-58.3981162,Recoleta,departamento,2,1,60,52,129000
439102,-34.630721593,-58.4522756736,Caballito,departamento,3,2,73,70,189000
96749,-34.5984606,-58.5052929,Villa Devoto,departamento,3,2,75,74,161000
458255,-34.553662,-58.47653,Saavedra,departamento,3,2,69,62,155000
159718,-34.545024725,-58.460216042,Nuñez,departamento,4,3,114,96,514000
137892,-34.5959095,-58.5135136,Villa Devoto,departamento,2,1,35,32,75000
451386,-34.563383,-58.467019,Belgrano,departamento,4,3,103,93,360000
318115,-34.596767,-58.3990139,Barrio Norte,departamento,3,2,52,52,128000
440901,-34.5867976,-58.3863909,Recoleta,departamento,5,3,195,158,595000
147791,-34.628191,-58.437675,Caballito,departamento,3,2,83,72,185889
273750,-34.5907753,-58.3871157,Recoleta,departamento,3,2,93,85,310000
51055,-34.6227551819,-58.4476089478,Caballito,departamento,3,2,65,65,125000
167903,-34.5891184193,-58.4091442777,Recoleta,departamento,2,1,35,35,109000
397451,-34.6423087,-58.5274002,Liniers,departamento,2,1,38,38,69900
226319,-34.562361,-58.465226,Belgrano,departamento,3,2,65,60,200000
300813,-34.6008639,-58.3781096,San Nicolás,departamento,1,1,46,45,57900
297825,-34.5512186,-58.4670766,Nuñez,departamento,1,1,34,32,79000
74363,-34.5977995592,-58.4143710136,Palermo,departamento,3,2,69,63,159045
10101,-34.5834829,-58.4742485,Parque Chas,departamento,3,2,80,70,175000
48928,-34.5544765,-58.4736444,Coghlan,casa,5,4,188,120,285000
310522,-34.6250773,-58.4376292,Caballito,departamento,3,2,74,65,145000
176377,-34.6261184,-58.4584578,Caballito,departamento,2,1,36,36,67000
59735,-34.587951,-58.4091427,Palermo,departamento,3,2,61,61,139000
257060,-34.5878542,-58.3862894,Recoleta,departamento,3,2,81,71,275000
100746,-34.6031438728,-58.428450854,Almagro,departamento,4,3,99,70,183000
398539,-34.5967333,-58.400311,Recoleta,departamento,3,3,81,71,228000
213694,-34.5579392,-58.4761376,Coghlan,departamento,1,1,39,35,70899
282827,-34.6160922,-58.4377797,Caballito,departamento,4,3,93,84,220000
25614,-34.6044404,-58.4075146,Once,departamento,2,1,48,48,100000
157892,-34.5907155,-58.4266993,Palermo,ph,2,1,51,40,85000
341985,-34.593259553683595,-58.4025719308655,Barrio Norte,departamento,4,3,128,123,199900
113425,-34.6162748,-58.4653596,Flores,departamento,2,1,47,45,132000
3068,-34.5970474,-58.4392196,Villa Crespo,ph,1,1,31,31,63000
293249,-34.5927932,-58.4161812,Palermo,departamento,2,1,39,39,85000
55035,-34.5909001,-58.4190678,Palermo,departamento,3,2,84,66,326000
231254,-34.6301709,-58.4081286,Parque Patricios,departamento,3,2,74,74,198000
66912,-34.6124217,-58.4830533,Villa Santa Rita,departamento,3,2,72,63,160000
306206,-34.58221834118078,-58.42513596685544,Palermo,departamento,3,2,65,53,140000
263835,-34.6320801,-58.4709615,Flores,departamento,1,1,31,31,52000
194298,-34.5530737,-58.4523179,Belgrano,departamento,2,1,59,48,170000
140829,-34.6208028,-58.4361315,Caballito,departamento,5,4,177,159,395000
284266,-34.6279534944,-58.4321717471,Caballito,departamento,2,1,60,50,149000
117046,-34.6851536094,-58.4703165293,Villa Lugano,casa,5,3,200,150,220000
308585,-34.643158,-58.41804,Pompeya,departamento,3,2,54,53,115000
250987,-34.5924228,-58.4968413,Villa Pueyrredón,departamento,2,1,47,47,78000
155155,-34.6129127,-58.4604129,Villa General Mitre,departamento,2,1,52,45,120000
13622,-34.6259414,-58.4513634,Caballito,departamento,3,2,59,56,137000
355732,-34.590272,-58.448984,Chacarita,departamento,1,1,30,30,97000
79271,-34.5895274,-58.4044662,Recoleta,departamento,1,1,40,38,110000
349086,-34.5999011384,-58.4205438423,Almagro,departamento,3,2,52,50,99000
18104,-34.5987724,-58.4116326,Palermo,departamento,3,2,70,67,190000
89000,-34.6165477,-58.4109224,Boedo,departamento,3,2,114,57,175000
272359,-34.5944571,-58.4444403,Villa Crespo,departamento,3,2,63,55,124000
65040,-34.5816495385,-58.5052514078,Villa Pueyrredón,casa,4,3,115,110,260000
425709,-34.5566767,-58.4752762,Coghlan,departamento,1,1,42,37,78831
269893,-34.6309604,-58.4648004,Flores,ph,2,1,45,37,66000
179905,-34.56249044330229,-58.4546909450343,Belgrano,departamento,3,2,66,60,180000
300688,-34.6236829,-58.5067468,Floresta,departamento,2,1,48,41,109000
310119,-34.5769553,-58.4398077,Palermo,departamento,2,1,52,52,190000
255908,-34.5976394155,-58.3783238185,Retiro,departamento,2,1,51,49,95000
238727,-34.5969622514,-58.4969333461,Villa del Parque,departamento,2,1,66,62,188000
362582,-34.6250492,-58.4243463,Caballito,departamento,3,3,52,49,121000
411225,-34.5793886862,-58.4257063185,Palermo,departamento,7,5,198,141,345000
206597,-34.5989424,-58.3761755,San Nicolás,departamento,4,3,74,71,159000
241451,-34.5931431,-58.3913779,Recoleta,departamento,4,3,130,118,275000
402029,-34.6281935,-58.4344766,Parque Chacabuco,departamento,2,1,51,46,118000
399084,-34.626357,-58.509107,Versalles,departamento,2,1,38,38,79300
103891,-34.6120829,-58.3833981,Monserrat,departamento,3,2,55,41,115000
314802,-34.616398,-58.480525,Villa Santa Rita,departamento,2,1,48,43,114000
452646,-34.6054815,-58.4313038,Caballito,departamento,1,1,41,37,81000
430502,-34.6402698209,-58.4774780273,Monte Castro,departamento,3,2,81,73,185000
275866,-34.5991959,-58.4836201,Villa del Parque,departamento,1,1,41,37,77520
388375,-34.6229928,-58.4608256,Flores,departamento,2,1,61,61,115000
36208,-34.602605,-58.413041,Abasto,departamento,1,1,37,33,65000
391306,-34.6163095,-58.3754052,San Telmo,casa,5,4,215,200,270000
133268,-34.5731124,-58.4313595,Palermo,departamento,4,3,79,68,188000
240327,-34.616603,-58.43714,Caballito,departamento,3,2,72,72,137900
319010,-34.5737255,-58.4406275,Belgrano,departamento,2,1,62,56,185000
288990,-34.5972335,-58.4174027,Palermo,departamento,3,2,90,82,190000
135846,-34.6200181856,-58.4708690643,Flores,departamento,3,2,74,69,127900
275101,-34.6133933,-58.4409235,Caballito,departamento,3,2,73,63,220000
411501,-34.5848896,-58.4067998,Recoleta,departamento,2,1,73,68,230000
397340,-34.6101112701,-58.4173965454,Almagro,departamento,4,3,102,88,135000
387018,-34.623048,-58.48656,Floresta,ph,3,2,101,101,135000
226497,-34.600221,-58.452973,Villa Crespo,departamento,3,2,52,52,88000
329922,-34.5915842,-58.3896152,Recoleta,departamento,4,4,90,80,280000
214042,-34.642981,-58.504152,Villa Luro,departamento,1,1,48,30,77000
353078,-34.5976345,-58.4392393,Villa Crespo,departamento,2,1,32,32,68000
291647,-34.5613612,-58.4637579,Belgrano,departamento,2,1,56,47,193059
75666,-34.589402,-58.405645,Barrio Norte,departamento,4,3,93,84,285000
427541,-34.636355,-58.484033,Floresta,departamento,3,2,60,53,155000
153477,-34.598574,-58.439268,Villa Crespo,departamento,3,2,78,72,211000
192945,-34.595593,-58.373247,Retiro,departamento,4,3,147,147,170000
195179,-34.634306,-58.5177752,Liniers,departamento,3,2,54,52,94000
450230,-34.5881125,-58.4391799,Palermo,departamento,2,1,59,53,132000
